name,code,ticker_yf,market
SKAI,357880,357880.KQ,KOSDAQ
SM C&C,048550,048550.KQ,KOSDAQ
SM Life Design,063440,063440.KQ,KOSDAQ
SV인베스트먼트,289080,289080.KQ,KOSDAQ
THE CUBE&,013720,013720.KQ,KOSDAQ
THE E&M,089230,089230.KQ,KOSDAQ
TJ미디어,032540,032540.KQ,KOSDAQ
TPC,048770,048770.KQ,KOSDAQ
TS인베스트먼트,246690,246690.KQ,KOSDAQ
TS트릴리온,317240,317240.KQ,KOSDAQ
YBM넷,057030,057030.KQ,KOSDAQ
YTN,040300,040300.KQ,KOSDAQ
YW,051390,051390.KQ,KOSDAQ
iMBC,052220,052220.KQ,KOSDAQ
가비아,079940,079940.KQ,KOSDAQ
가온그룹,078890,078890.KQ,KOSDAQ
가온칩스,399720,399720.KQ,KOSDAQ
감성코퍼레이션,036620,036620.KQ,KOSDAQ
강동씨앤엘,198440,198440.KQ,KOSDAQ
강스템바이오텍,217730,217730.KQ,KOSDAQ
강원에너지,114190,114190.KQ,KOSDAQ
갤럭시아머니트리,094480,094480.KQ,KOSDAQ
경남스틸,039240,039240.KQ,KOSDAQ
경남제약,053950,053950.KQ,KOSDAQ
경동제약,011040,011040.KQ,KOSDAQ
경창산업,024910,024910.KQ,KOSDAQ
고려신용정보,049720,049720.KQ,KOSDAQ
고려제약,014570,014570.KQ,KOSDAQ
고바이오랩,348150,348150.KQ,KOSDAQ
고스트스튜디오,950190,950190.KQ,KOSDAQ
고영,098460,098460.KQ,KOSDAQ
골드앤에스,035290,035290.KQ,KOSDAQ
골프존홀딩스,121440,121440.KQ,KOSDAQ
공구우먼,366030,366030.KQ,KOSDAQ
광무,029480,029480.KQ,KOSDAQ
광진실업,026910,026910.KQ,KOSDAQ
교보15호스팩,465320,465320.KQ,KOSDAQ
교보16호스팩,482520,482520.KQ,KOSDAQ
교보17호스팩,489210,489210.KQ,KOSDAQ
교보18호스팩,0041B0,0041B0.KQ,KOSDAQ
교보19호스팩,0098T0,0098T0.KQ,KOSDAQ
구영테크,053270,053270.KQ,KOSDAQ
국보디자인,066620,066620.KQ,KOSDAQ
국순당,043650,043650.KQ,KOSDAQ
국영지앤엠,006050,006050.KQ,KOSDAQ
국일신동,060480,060480.KQ,KOSDAQ
국일제지,078130,078130.KQ,KOSDAQ
국전약품,307750,307750.KQ,KOSDAQ
그래디언트,035080,035080.KQ,KOSDAQ
그래피,318060,318060.KQ,KOSDAQ
그리드위즈,453450,453450.KQ,KOSDAQ
그리티,204020,204020.KQ,KOSDAQ
그린광학,0015G0,0015G0.KQ,KOSDAQ
그린리소스,402490,402490.KQ,KOSDAQ
그린생명과학,114450,114450.KQ,KOSDAQ
그린플러스,186230,186230.KQ,KOSDAQ
글로벌에스엠,900070,900070.KQ,KOSDAQ
글로벌텍스프리,204620,204620.KQ,KOSDAQ
글로본,019660,019660.KQ,KOSDAQ
금강철강,053260,053260.KQ,KOSDAQ
금양그린파워,282720,282720.KQ,KOSDAQ
금화피에스시,036190,036190.KQ,KOSDAQ
기가레인,049080,049080.KQ,KOSDAQ
기가비스,420770,420770.KQ,KOSDAQ
기산텔레콤,035460,035460.KQ,KOSDAQ
꿈비,407400,407400.KQ,KOSDAQ
나노,187790,187790.KQ,KOSDAQ
나노신소재,121600,121600.KQ,KOSDAQ
나노실리칸첨단소재,286750,286750.KQ,KOSDAQ
나노씨엠에스,247660,247660.KQ,KOSDAQ
나노엔텍,039860,039860.KQ,KOSDAQ
나노캠텍,091970,091970.KQ,KOSDAQ
나노팀,417010,417010.KQ,KOSDAQ
나라셀라,405920,405920.KQ,KOSDAQ
나라스페이스테크놀로지,478340,478340.KQ,KOSDAQ
나라엠앤디,051490,051490.KQ,KOSDAQ
나래나노텍,137080,137080.KQ,KOSDAQ
나무가,190510,190510.KQ,KOSDAQ
나무기술,242040,242040.KQ,KOSDAQ
나우IB,293580,293580.KQ,KOSDAQ
나우로보틱스,459510,459510.KQ,KOSDAQ
나이벡,138610,138610.KQ,KOSDAQ
나이스디앤비,130580,130580.KQ,KOSDAQ
나이스정보통신,036800,036800.KQ,KOSDAQ
나인테크,267320,267320.KQ,KOSDAQ
남화산업,111710,111710.KQ,KOSDAQ
남화토건,091590,091590.KQ,KOSDAQ
내츄럴엔도텍,168330,168330.KQ,KOSDAQ
네오리진,094860,094860.KQ,KOSDAQ
네오셈,253590,253590.KQ,KOSDAQ
네오오토,212560,212560.KQ,KOSDAQ
네오위즈,095660,095660.KQ,KOSDAQ
네오위즈홀딩스,042420,042420.KQ,KOSDAQ
네오이뮨텍,950220,950220.KQ,KOSDAQ
네오크레마,311390,311390.KQ,KOSDAQ
네오티스,085910,085910.KQ,KOSDAQ
네오팜,092730,092730.KQ,KOSDAQ
네오펙트,290660,290660.KQ,KOSDAQ
네이블,153460,153460.KQ,KOSDAQ
네이처셀,007390,007390.KQ,KOSDAQ
네패스,033640,033640.KQ,KOSDAQ
네패스아크,330860,330860.KQ,KOSDAQ
넥사다이내믹스,351320,351320.KQ,KOSDAQ
넥스턴앤롤코리아,089140,089140.KQ,KOSDAQ
넥스트바이오메디컬,389650,389650.KQ,KOSDAQ
넥스트아이,137940,137940.KQ,KOSDAQ
넥스트칩,396270,396270.KQ,KOSDAQ
넥슨게임즈,225570,225570.KQ,KOSDAQ
넥써쓰,205500,205500.KQ,KOSDAQ
넵튠,217270,217270.KQ,KOSDAQ
노랑풍선,104620,104620.KQ,KOSDAQ
노머스,473980,473980.KQ,KOSDAQ
노바렉스,194700,194700.KQ,KOSDAQ
노바텍,285490,285490.KQ,KOSDAQ
노브랜드,145170,145170.KQ,KOSDAQ
노블엠앤비,106520,106520.KQ,KOSDAQ
노을,376930,376930.KQ,KOSDAQ
노타,486990,486990.KQ,KOSDAQ
녹십자엠에스,142280,142280.KQ,KOSDAQ
녹십자웰빙,234690,234690.KQ,KOSDAQ
농우바이오,054050,054050.KQ,KOSDAQ
누리플랜,069140,069140.KQ,KOSDAQ
누리플렉스,040160,040160.KQ,KOSDAQ
누보,332290,332290.KQ,KOSDAQ
뉴로메카,348340,348340.KQ,KOSDAQ
뉴로핏,380550,380550.KQ,KOSDAQ
뉴보텍,060260,060260.KQ,KOSDAQ
뉴엔AI,463020,463020.KQ,KOSDAQ
뉴온,123840,123840.KQ,KOSDAQ
뉴인텍,012340,012340.KQ,KOSDAQ
뉴키즈온,462310,462310.KQ,KOSDAQ
뉴트리,270870,270870.KQ,KOSDAQ
뉴파워프라즈마,144960,144960.KQ,KOSDAQ
뉴프렉스,085670,085670.KQ,KOSDAQ
다날,064260,064260.KQ,KOSDAQ
다보링크,340360,340360.KQ,KOSDAQ
다산네트웍스,039560,039560.KQ,KOSDAQ
다산디엠씨,208860,208860.KQ,KOSDAQ
다산솔루에타,154040,154040.KQ,KOSDAQ
다우데이타,032190,032190.KQ,KOSDAQ
다원넥스뷰,323350,323350.KQ,KOSDAQ
다원시스,068240,068240.KQ,KOSDAQ
닷밀,464580,464580.KQ,KOSDAQ
대동금속,020400,020400.KQ,KOSDAQ
대동기어,008830,008830.KQ,KOSDAQ
대동스틸,048470,048470.KQ,KOSDAQ
대륙제관,004780,004780.KQ,KOSDAQ
대림제지,017650,017650.KQ,KOSDAQ
대명에너지,389260,389260.KQ,KOSDAQ
대모,317850,317850.KQ,KOSDAQ
대보마그네틱,290670,290670.KQ,KOSDAQ
대봉엘에스,078140,078140.KQ,KOSDAQ
대산F&B,065150,065150.KQ,KOSDAQ
대성미생물,036480,036480.KQ,KOSDAQ
대성창투,027830,027830.KQ,KOSDAQ
대성파인텍,104040,104040.KQ,KOSDAQ
대성하이텍,129920,129920.KQ,KOSDAQ
대신밸런스제16호스팩,457630,457630.KQ,KOSDAQ
대신밸런스제17호스팩,471050,471050.KQ,KOSDAQ
대신밸런스제19호스팩,482690,482690.KQ,KOSDAQ
대신정보통신,020180,020180.KQ,KOSDAQ
대아티아이,045390,045390.KQ,KOSDAQ
대양전기공업,108380,108380.KQ,KOSDAQ
대원,007680,007680.KQ,KOSDAQ
대원미디어,048910,048910.KQ,KOSDAQ
대원산업,005710,005710.KQ,KOSDAQ
대정화금,120240,120240.KQ,KOSDAQ
대주산업,003310,003310.KQ,KOSDAQ
대주전자재료,078600,078600.KQ,KOSDAQ
대진첨단소재,393970,393970.KQ,KOSDAQ
대창솔루션,096350,096350.KQ,KOSDAQ
대창스틸,140520,140520.KQ,KOSDAQ
대한과학,131220,131220.KQ,KOSDAQ
대한광통신,010170,010170.KQ,KOSDAQ
대한뉴팜,054670,054670.KQ,KOSDAQ
대한약품,023910,023910.KQ,KOSDAQ
대호특수강,021040,021040.KQ,KOSDAQ
대호특수강우,021045,021045.KQ,KOSDAQ
대화제약,067080,067080.KQ,KOSDAQ
더네이쳐홀딩스,298540,298540.KQ,KOSDAQ
더라미,032860,032860.KQ,KOSDAQ
더블유에스아이,299170,299170.KQ,KOSDAQ
더즌,462860,462860.KQ,KOSDAQ
더코디,224060,224060.KQ,KOSDAQ
더테크놀로지,043090,043090.KQ,KOSDAQ
더핑크퐁컴퍼니,403850,403850.KQ,KOSDAQ
덕산테코피아,317330,317330.KQ,KOSDAQ
덕산하이메탈,077360,077360.KQ,KOSDAQ
덕신이피씨,090410,090410.KQ,KOSDAQ
덕양에너젠,0001A0,0001A0.KQ,KOSDAQ
덕우전자,263600,263600.KQ,KOSDAQ
데브시스터즈,194480,194480.KQ,KOSDAQ
데이원컴퍼니,373160,373160.KQ,KOSDAQ
데이타솔루션,263800,263800.KQ,KOSDAQ
덱스터,206560,206560.KQ,KOSDAQ
덴티스,261200,261200.KQ,KOSDAQ
도우인시스,484120,484120.KQ,KOSDAQ
도이치모터스,067990,067990.KQ,KOSDAQ
동구바이오제약,006620,006620.KQ,KOSDAQ
동국S&C,100130,100130.KQ,KOSDAQ
동국산업,005160,005160.KQ,KOSDAQ
동국생명과학,303810,303810.KQ,KOSDAQ
동국알앤에스,075970,075970.KQ,KOSDAQ
동방메디컬,240550,240550.KQ,KOSDAQ
동방선기,099410,099410.KQ,KOSDAQ
동성화인텍,033500,033500.KQ,KOSDAQ
동신건설,025950,025950.KQ,KOSDAQ
동아엘텍,088130,088130.KQ,KOSDAQ
동아화성,041930,041930.KQ,KOSDAQ
동양에스텍,060380,060380.KQ,KOSDAQ
동양이엔피,079960,079960.KQ,KOSDAQ
동양파일,228340,228340.KQ,KOSDAQ
동우팜투테이블,088910,088910.KQ,KOSDAQ
동운아나텍,094170,094170.KQ,KOSDAQ
동원개발,013120,013120.KQ,KOSDAQ
동일금속,109860,109860.KQ,KOSDAQ
동일기연,032960,032960.KQ,KOSDAQ
동일스틸럭스,023790,023790.KQ,KOSDAQ
동진쎄미켐,005290,005290.KQ,KOSDAQ
듀오백,073190,073190.KQ,KOSDAQ
듀켐바이오,176750,176750.KQ,KOSDAQ
드래곤플라이,030350,030350.KQ,KOSDAQ
드림시큐리티,203650,203650.KQ,KOSDAQ
드림씨아이에스,223250,223250.KQ,KOSDAQ
드림어스컴퍼니,060570,060570.KQ,KOSDAQ
드림인사이트,362990,362990.KQ,KOSDAQ
디모아,016670,016670.KQ,KOSDAQ
디바이스,187870,187870.KQ,KOSDAQ
디비금융제13호스팩,489730,489730.KQ,KOSDAQ
디비금융제14호스팩,0004Y0,0004Y0.KQ,KOSDAQ
디아이티,110990,110990.KQ,KOSDAQ
디알젬,263690,263690.KQ,KOSDAQ
디알텍,214680,214680.KQ,KOSDAQ
디앤디파마텍,347850,347850.KQ,KOSDAQ
디앤씨미디어,263720,263720.KQ,KOSDAQ
디어유,376300,376300.KQ,KOSDAQ
디에스케이,109740,109740.KQ,KOSDAQ
디에이치엑스컴퍼니,031860,031860.KQ,KOSDAQ
디에이테크놀로지,196490,196490.KQ,KOSDAQ
디에이피,066900,066900.KQ,KOSDAQ
디엔에프,092070,092070.KQ,KOSDAQ
디오,039840,039840.KQ,KOSDAQ
디와이디,219550,219550.KQ,KOSDAQ
디와이씨,310870,310870.KQ,KOSDAQ
디와이피엔에프,104460,104460.KQ,KOSDAQ
디이엔티,079810,079810.KQ,KOSDAQ
디젠스,113810,113810.KQ,KOSDAQ
디지아이,043360,043360.KQ,KOSDAQ
디지캡,197140,197140.KQ,KOSDAQ
디지털대성,068930,068930.KQ,KOSDAQ
디지틀조선,033130,033130.KQ,KOSDAQ
디케이락,105740,105740.KQ,KOSDAQ
디케이앤디,263020,263020.KQ,KOSDAQ
디케이티,290550,290550.KQ,KOSDAQ
디티씨,066670,066670.KQ,KOSDAQ
디티앤씨,187220,187220.KQ,KOSDAQ
디티앤씨알오,383930,383930.KQ,KOSDAQ
딜리,131180,131180.KQ,KOSDAQ
딥노이드,315640,315640.KQ,KOSDAQ
라닉스,317120,317120.KQ,KOSDAQ
라메디텍,462510,462510.KQ,KOSDAQ
라온로보틱스,232680,232680.KQ,KOSDAQ
라온시큐어,042510,042510.KQ,KOSDAQ
라온텍,418420,418420.KQ,KOSDAQ
라온피플,300120,300120.KQ,KOSDAQ
라이온켐텍,171120,171120.KQ,KOSDAQ
라이콤,388790,388790.KQ,KOSDAQ
라파스,214260,214260.KQ,KOSDAQ
램테크놀러지,171010,171010.KQ,KOSDAQ
랩지노믹스,084650,084650.KQ,KOSDAQ
러셀,217500,217500.KQ,KOSDAQ
레드캡투어,038390,038390.KQ,KOSDAQ
레몬,294140,294140.KQ,KOSDAQ
레뷰코퍼레이션,443250,443250.KQ,KOSDAQ
레이,228670,228670.KQ,KOSDAQ
레이언스,228850,228850.KQ,KOSDAQ
레이저쎌,412350,412350.KQ,KOSDAQ
레이저옵텍,199550,199550.KQ,KOSDAQ
레이크머티리얼즈,281740,281740.KQ,KOSDAQ
레인보우로보틱스,277810,277810.KQ,KOSDAQ
로보로보,215100,215100.KQ,KOSDAQ
로보스타,090360,090360.KQ,KOSDAQ
로보티즈,108490,108490.KQ,KOSDAQ
로스웰,900260,900260.KQ,KOSDAQ
로젠,033290,033290.KQ,KOSDAQ
로지시스,067730,067730.KQ,KOSDAQ
로체시스템즈,071280,071280.KQ,KOSDAQ
로킷헬스케어,376900,376900.KQ,KOSDAQ
롤링스톤,214610,214610.KQ,KOSDAQ
루닛,328130,328130.KQ,KOSDAQ
루멘스,038060,038060.KQ,KOSDAQ
루미르,474170,474170.KQ,KOSDAQ
리더스코스메틱,016100,016100.KQ,KOSDAQ
리드코프,012700,012700.KQ,KOSDAQ
리메드,302550,302550.KQ,KOSDAQ
리브스메드,491000,491000.KQ,KOSDAQ
리튬포어스,073570,073570.KQ,KOSDAQ
리파인,377450,377450.KQ,KOSDAQ
린드먼아시아,277070,277070.KQ,KOSDAQ
링네트,042500,042500.KQ,KOSDAQ
링크드,193250,193250.KQ,KOSDAQ
링크솔루션,474650,474650.KQ,KOSDAQ
링크제니시스,219420,219420.KQ,KOSDAQ
마녀공장,439090,439090.KQ,KOSDAQ
마니커에프앤지,195500,195500.KQ,KOSDAQ
마음AI,377480,377480.KQ,KOSDAQ
마이크로디지탈,305090,305090.KQ,KOSDAQ
마이크로컨텍솔,098120,098120.KQ,KOSDAQ
마이크로투나노,424980,424980.KQ,KOSDAQ
마크로젠,038290,038290.KQ,KOSDAQ
매일유업,267980,267980.KQ,KOSDAQ
매일홀딩스,005990,005990.KQ,KOSDAQ
매커스,093520,093520.KQ,KOSDAQ
머큐리,100590,100590.KQ,KOSDAQ
멀티캠퍼스,067280,067280.KQ,KOSDAQ
메가스터디,072870,072870.KQ,KOSDAQ
메가엠디,133750,133750.KQ,KOSDAQ
메가터치,446540,446540.KQ,KOSDAQ
메드팩토,235980,235980.KQ,KOSDAQ
메디아나,041920,041920.KQ,KOSDAQ
메디앙스,014100,014100.KQ,KOSDAQ
메디콕스,054180,054180.KQ,KOSDAQ
메디톡스,086900,086900.KQ,KOSDAQ
메디포스트,078160,078160.KQ,KOSDAQ
메리츠제1호스팩,0088D0,0088D0.KQ,KOSDAQ
메쎄이상,408920,408920.KQ,KOSDAQ
메이슨캐피탈,021880,021880.KQ,KOSDAQ
메지온,140410,140410.KQ,KOSDAQ
메카로,241770,241770.KQ,KOSDAQ
메타바이오메드,059210,059210.KQ,KOSDAQ
멕아이씨에스,058110,058110.KQ,KOSDAQ
멤레이비티,072770,072770.KQ,KOSDAQ
모니터랩,434480,434480.KQ,KOSDAQ
모다이노칩,080420,080420.KQ,KOSDAQ
모델솔루션,417970,417970.KQ,KOSDAQ
모두투어,080160,080160.KQ,KOSDAQ
모바일어플라이언스,087260,087260.KQ,KOSDAQ
모베이스,101330,101330.KQ,KOSDAQ
모베이스전자,012860,012860.KQ,KOSDAQ
모비데이즈,363260,363260.KQ,KOSDAQ
모비릭스,348030,348030.KQ,KOSDAQ
모비스,250060,250060.KQ,KOSDAQ
모아데이타,288980,288980.KQ,KOSDAQ
모아라이프플러스,142760,142760.KQ,KOSDAQ
모아텍,033200,033200.KQ,KOSDAQ
모코엠시스,333050,333050.KQ,KOSDAQ
모트렉스,118990,118990.KQ,KOSDAQ
모티브링크,463480,463480.KQ,KOSDAQ
모헨즈,006920,006920.KQ,KOSDAQ
무림SP,001810,001810.KQ,KOSDAQ
미디어젠,279600,279600.KQ,KOSDAQ
미래나노텍,095500,095500.KQ,KOSDAQ
미래반도체,254490,254490.KQ,KOSDAQ
미래생명자원,218150,218150.KQ,KOSDAQ
미래에셋벤처투자,100790,100790.KQ,KOSDAQ
미래에셋비전스팩10호,0097F0,0097F0.KQ,KOSDAQ
미래에셋비전스팩11호,0099W0,0099W0.KQ,KOSDAQ
미래에셋비전스팩4호,477380,477380.KQ,KOSDAQ
미래에셋비전스팩5호,477470,477470.KQ,KOSDAQ
미래에셋비전스팩6호,478440,478440.KQ,KOSDAQ
미래에셋비전스팩7호,482680,482680.KQ,KOSDAQ
미래에셋비전스팩8호,0093G0,0093G0.KQ,KOSDAQ
미래에셋비전스팩9호,0096D0,0096D0.KQ,KOSDAQ
미래컴퍼니,049950,049950.KQ,KOSDAQ
미스터블루,207760,207760.KQ,KOSDAQ
미코,059090,059090.KQ,KOSDAQ
미투온,201490,201490.KQ,KOSDAQ
미트박스,475460,475460.KQ,KOSDAQ
민테크,452200,452200.KQ,KOSDAQ
바디텍메드,206640,206640.KQ,KOSDAQ
바른손,018700,018700.KQ,KOSDAQ
바른손이앤에이,035620,035620.KQ,KOSDAQ
바이넥스,053030,053030.KQ,KOSDAQ
바이브컴퍼니,301300,301300.KQ,KOSDAQ
바이오니아,064550,064550.KQ,KOSDAQ
바이오다인,314930,314930.KQ,KOSDAQ
바이오비쥬,489460,489460.KQ,KOSDAQ
바이오솔루션,086820,086820.KQ,KOSDAQ
바이오스마트,038460,038460.KQ,KOSDAQ
바이오에프디엔씨,251120,251120.KQ,KOSDAQ
바이오인프라,199730,199730.KQ,KOSDAQ
바이오톡스텍,086040,086040.KQ,KOSDAQ
바이오포트,188040,188040.KQ,KOSDAQ
바이오플러스,099430,099430.KQ,KOSDAQ
바이온,032980,032980.KQ,KOSDAQ
바이젠셀,308080,308080.KQ,KOSDAQ
바텍,043150,043150.KQ,KOSDAQ
박셀바이오,323990,323990.KQ,KOSDAQ
배럴,267790,267790.KQ,KOSDAQ
백금T&A,046310,046310.KQ,KOSDAQ
밸로프,331520,331520.KQ,KOSDAQ
뱅크웨어글로벌,199480,199480.KQ,KOSDAQ
버넥트,438700,438700.KQ,KOSDAQ
버킷스튜디오,066410,066410.KQ,KOSDAQ
범한퓨얼셀,382900,382900.KQ,KOSDAQ
베노티앤알,206400,206400.KQ,KOSDAQ
베뉴지,019010,019010.KQ,KOSDAQ
베셀,177350,177350.KQ,KOSDAQ
벡트,457600,457600.KQ,KOSDAQ
벨로크,424760,424760.KQ,KOSDAQ
보라티알,250000,250000.KQ,KOSDAQ
보로노이,310210,310210.KQ,KOSDAQ
보성파워텍,006910,006910.KQ,KOSDAQ
본느,226340,226340.KQ,KOSDAQ
부방,014470,014470.KQ,KOSDAQ
부스타,008470,008470.KQ,KOSDAQ
뷰노,338220,338220.KQ,KOSDAQ
뷰웍스,100120,100120.KQ,KOSDAQ
뷰티스킨,406820,406820.KQ,KOSDAQ
브레인즈컴퍼니,099390,099390.KQ,KOSDAQ
브리지텍,064480,064480.KQ,KOSDAQ
브이씨,365900,365900.KQ,KOSDAQ
브이엠,089970,089970.KQ,KOSDAQ
브이원텍,251630,251630.KQ,KOSDAQ
브이티,018290,018290.KQ,KOSDAQ
블랙야크아이앤씨,478560,478560.KQ,KOSDAQ
블루엠텍,439580,439580.KQ,KOSDAQ
블루콤,033560,033560.KQ,KOSDAQ
블리츠웨이엔터테인먼트,369370,369370.KQ,KOSDAQ
비나텍,126340,126340.KQ,KOSDAQ
비덴트,121800,121800.KQ,KOSDAQ
비보존 제약,082800,082800.KQ,KOSDAQ
비비씨,318410,318410.KQ,KOSDAQ
비스토스,419540,419540.KQ,KOSDAQ
비씨엔씨,146320,146320.KQ,KOSDAQ
비씨월드제약,200780,200780.KQ,KOSDAQ
비아이매트릭스,413640,413640.KQ,KOSDAQ
비아트론,141000,141000.KQ,KOSDAQ
비에이치아이,083650,083650.KQ,KOSDAQ
비엔케이제2호스팩,473370,473370.KQ,KOSDAQ
비엔케이제3호스팩,0068Y0,0068Y0.KQ,KOSDAQ
비엘팜텍,065170,065170.KQ,KOSDAQ
비엠티,086670,086670.KQ,KOSDAQ
비유테크놀러지,230980,230980.KQ,KOSDAQ
비츠로넥스텍,488900,488900.KQ,KOSDAQ
비츠로셀,082920,082920.KQ,KOSDAQ
비츠로시스,054220,054220.KQ,KOSDAQ
비츠로테크,042370,042370.KQ,KOSDAQ
비케이홀딩스,050090,050090.KQ,KOSDAQ
비큐AI,148780,148780.KQ,KOSDAQ
비투엔,307870,307870.KQ,KOSDAQ
비트맥스,377030,377030.KQ,KOSDAQ
비트컴퓨터,032850,032850.KQ,KOSDAQ
비트플래닛,049470,049470.KQ,KOSDAQ
비피도,238200,238200.KQ,KOSDAQ
빅솔론,093190,093190.KQ,KOSDAQ
빅텍,065450,065450.KQ,KOSDAQ
빌리언스,044480,044480.KQ,KOSDAQ
빛과전자,069540,069540.KQ,KOSDAQ
빛샘전자,072950,072950.KQ,KOSDAQ
삐아,451250,451250.KQ,KOSDAQ
사람인,143240,143240.KQ,KOSDAQ
사이냅소프트,466410,466410.KQ,KOSDAQ
사토시홀딩스,223310,223310.KQ,KOSDAQ
사피엔반도체,452430,452430.KQ,KOSDAQ
산돌,419120,419120.KQ,KOSDAQ
삼기,122350,122350.KQ,KOSDAQ
삼기에너지솔루션즈,419050,419050.KQ,KOSDAQ
삼륭물산,014970,014970.KQ,KOSDAQ
삼목에스폼,018310,018310.KQ,KOSDAQ
삼미금속,012210,012210.KQ,KOSDAQ
삼보모터스,053700,053700.KQ,KOSDAQ
삼보산업,009620,009620.KQ,KOSDAQ
삼보판지,023600,023600.KQ,KOSDAQ
삼성스팩10호,0044K0,0044K0.KQ,KOSDAQ
삼성스팩11호,0071M0,0071M0.KQ,KOSDAQ
삼성스팩12호,0096B0,0096B0.KQ,KOSDAQ
삼성스팩13호,0115H0,0115H0.KQ,KOSDAQ
삼아제약,009300,009300.KQ,KOSDAQ
삼양엔씨켐,482630,482630.KQ,KOSDAQ
삼양컴텍,484590,484590.KQ,KOSDAQ
삼양케이씨아이,036670,036670.KQ,KOSDAQ
삼영에스앤씨,361670,361670.KQ,KOSDAQ
삼영엠텍,054540,054540.KQ,KOSDAQ
삼영이엔씨,065570,065570.KQ,KOSDAQ
삼익제약,014950,014950.KQ,KOSDAQ
삼일,032280,032280.KQ,KOSDAQ
삼일기업공사,002290,002290.KQ,KOSDAQ
삼지전자,037460,037460.KQ,KOSDAQ
삼진,032750,032750.KQ,KOSDAQ
삼진식품,0013V0,0013V0.KQ,KOSDAQ
삼진엘앤디,054090,054090.KQ,KOSDAQ
삼천당제약,000250,000250.KQ,KOSDAQ
삼천리자전거,024950,024950.KQ,KOSDAQ
삼표시멘트,038500,038500.KQ,KOSDAQ
삼현,437730,437730.KQ,KOSDAQ
삼현철강,017480,017480.KQ,KOSDAQ
삼화네트웍스,046390,046390.KQ,KOSDAQ
상보,027580,027580.KQ,KOSDAQ
상상인,038540,038540.KQ,KOSDAQ
상상인제4호스팩,452670,452670.KQ,KOSDAQ
상신이디피,091580,091580.KQ,KOSDAQ
상신전자,263810,263810.KQ,KOSDAQ
상아프론테크,089980,089980.KQ,KOSDAQ
상지건설,042940,042940.KQ,KOSDAQ
새로닉스,042600,042600.KQ,KOSDAQ
새빗켐,107600,107600.KQ,KOSDAQ
샌즈랩,411080,411080.KQ,KOSDAQ
샘씨엔에스,252990,252990.KQ,KOSDAQ
샤페론,378800,378800.KQ,KOSDAQ
서남,294630,294630.KQ,KOSDAQ
서린바이오,038070,038070.KQ,KOSDAQ
서부T&D,006730,006730.KQ,KOSDAQ
서산,079650,079650.KQ,KOSDAQ
서암기계공업,100660,100660.KQ,KOSDAQ
서연탑메탈,019770,019770.KQ,KOSDAQ
서울리거,043710,043710.KQ,KOSDAQ
서울바이오시스,092190,092190.KQ,KOSDAQ
서울옥션,063170,063170.KQ,KOSDAQ
서울전자통신,027040,027040.KQ,KOSDAQ
서울제약,018680,018680.KQ,KOSDAQ
서울평가정보,036120,036120.KQ,KOSDAQ
서원인텍,093920,093920.KQ,KOSDAQ
서전기전,189860,189860.KQ,KOSDAQ
서진시스템,178320,178320.KQ,KOSDAQ
서진오토모티브,122690,122690.KQ,KOSDAQ
서플러스글로벌,140070,140070.KQ,KOSDAQ
서한,011370,011370.KQ,KOSDAQ
서호전기,065710,065710.KQ,KOSDAQ
서희건설,035890,035890.KQ,KOSDAQ
석경에이티,357550,357550.KQ,KOSDAQ
선광,003100,003100.KQ,KOSDAQ
선바이오,067370,067370.KQ,KOSDAQ
선샤인푸드,217620,217620.KQ,KOSDAQ
선익시스템,171090,171090.KQ,KOSDAQ
선진뷰티사이언스,086710,086710.KQ,KOSDAQ
성광벤드,014620,014620.KQ,KOSDAQ
성도이엔지,037350,037350.KQ,KOSDAQ
성우,458650,458650.KQ,KOSDAQ
성우전자,081580,081580.KQ,KOSDAQ
성우테크론,045300,045300.KQ,KOSDAQ
성우하이텍,015750,015750.KQ,KOSDAQ
성일하이텍,365340,365340.KQ,KOSDAQ
성창오토텍,080470,080470.KQ,KOSDAQ
성호전자,043260,043260.KQ,KOSDAQ
세경하이테크,148150,148150.KQ,KOSDAQ
세나테크놀로지,061090,061090.KQ,KOSDAQ
세니젠,188260,188260.KQ,KOSDAQ
세동,053060,053060.KQ,KOSDAQ
세림B&G,340440,340440.KQ,KOSDAQ
세명전기,017510,017510.KQ,KOSDAQ
세미파이브,490470,490470.KQ,KOSDAQ
세보엠이씨,011560,011560.KQ,KOSDAQ
세아메카닉스,396300,396300.KQ,KOSDAQ
세운메디칼,100700,100700.KQ,KOSDAQ
세원물산,024830,024830.KQ,KOSDAQ
세종메디칼,258830,258830.KQ,KOSDAQ
세종텔레콤,036630,036630.KQ,KOSDAQ
세중,039310,039310.KQ,KOSDAQ
세진티에스,067770,067770.KQ,KOSDAQ
세코닉스,053450,053450.KQ,KOSDAQ
세화피앤씨,252500,252500.KQ,KOSDAQ
센서뷰,321370,321370.KQ,KOSDAQ
센코,347000,347000.KQ,KOSDAQ
셀레믹스,331920,331920.KQ,KOSDAQ
셀레스트라,352770,352770.KQ,KOSDAQ
셀로맥스사이언스,471820,471820.KQ,KOSDAQ
셀루메드,049180,049180.KQ,KOSDAQ
셀리드,299660,299660.KQ,KOSDAQ
셀바스AI,108860,108860.KQ,KOSDAQ
셀바스헬스케어,208370,208370.KQ,KOSDAQ
셀바이오휴먼텍,318160,318160.KQ,KOSDAQ
셀비온,308430,308430.KQ,KOSDAQ
