name,code,ticker_yf,market
셀트리온제약,068760,068760.KQ,KOSDAQ
셀피글로벌,068940,068940.KQ,KOSDAQ
소노스퀘어,007720,007720.KQ,KOSDAQ
소룩스,290690,290690.KQ,KOSDAQ
소마젠,950200,950200.KQ,KOSDAQ
소프트센,032680,032680.KQ,KOSDAQ
소프트센우,032685,032685.KQ,KOSDAQ
소프트캠프,258790,258790.KQ,KOSDAQ
손오공,066910,066910.KQ,KOSDAQ
솔디펜스,215090,215090.KQ,KOSDAQ
솔본,035610,035610.KQ,KOSDAQ
솔트룩스,304100,304100.KQ,KOSDAQ
솔트웨어,328380,328380.KQ,KOSDAQ
쇼박스,086980,086980.KQ,KOSDAQ
수산아이앤티,050960,050960.KQ,KOSDAQ
수성웹툰,084180,084180.KQ,KOSDAQ
수젠텍,253840,253840.KQ,KOSDAQ
슈어소프트테크,298830,298830.KQ,KOSDAQ
슈프리마,236200,236200.KQ,KOSDAQ
슈프리마에이치큐,094840,094840.KQ,KOSDAQ
슈피겐코리아,192440,192440.KQ,KOSDAQ
스마트레이더시스템,424960,424960.KQ,KOSDAQ
스맥,099440,099440.KQ,KOSDAQ
스코넥,276040,276040.KQ,KOSDAQ
스타코링크,060240,060240.KQ,KOSDAQ
스타플렉스,115570,115570.KQ,KOSDAQ
스테이지원엔터,078860,078860.KQ,KOSDAQ
스톤브릿지벤처스,330730,330730.KQ,KOSDAQ
스톰테크,352090,352090.KQ,KOSDAQ
스튜디오미르,408900,408900.KQ,KOSDAQ
스튜디오삼익,415380,415380.KQ,KOSDAQ
스페코,013810,013810.KQ,KOSDAQ
스피어,347700,347700.KQ,KOSDAQ
승일,049830,049830.KQ,KOSDAQ
시공테크,020710,020710.KQ,KOSDAQ
시그네틱스,033170,033170.KQ,KOSDAQ
시너지이노베이션,048870,048870.KQ,KOSDAQ
시노펙스,025320,025320.KQ,KOSDAQ
시선AI,340810,340810.KQ,KOSDAQ
시스웍,269620,269620.KQ,KOSDAQ
시지메드텍,056090,056090.KQ,KOSDAQ
시지트로닉스,429270,429270.KQ,KOSDAQ
시큐레터,418250,418250.KQ,KOSDAQ
시큐브,131090,131090.KQ,KOSDAQ
신도기연,290520,290520.KQ,KOSDAQ
신라섬유,001000,001000.KQ,KOSDAQ
신라에스지,025870,025870.KQ,KOSDAQ
신라젠,215600,215600.KQ,KOSDAQ
신성델타테크,065350,065350.KQ,KOSDAQ
신성에스티,416180,416180.KQ,KOSDAQ
신스틸,162300,162300.KQ,KOSDAQ
신신제약,002800,002800.KQ,KOSDAQ
신영스팩10호,472220,472220.KQ,KOSDAQ
신영스팩11호,0091W0,0091W0.KQ,KOSDAQ
신원종합개발,017000,017000.KQ,KOSDAQ
신일제약,012790,012790.KQ,KOSDAQ
신진에스엠,138070,138070.KQ,KOSDAQ
신테카바이오,226330,226330.KQ,KOSDAQ
신한제11호스팩,452980,452980.KQ,KOSDAQ
신한제12호스팩,474660,474660.KQ,KOSDAQ
신한제13호스팩,474930,474930.KQ,KOSDAQ
신한제14호스팩,487360,487360.KQ,KOSDAQ
신한제15호스팩,487830,487830.KQ,KOSDAQ
신한제16호스팩,496070,496070.KQ,KOSDAQ
신화인터텍,056700,056700.KQ,KOSDAQ
신화콘텍,187270,187270.KQ,KOSDAQ
신흥에스이씨,243840,243840.KQ,KOSDAQ
실리콘투,257720,257720.KQ,KOSDAQ
심텍홀딩스,036710,036710.KQ,KOSDAQ
심플랫폼,444530,444530.KQ,KOSDAQ
싸이닉솔루션,234030,234030.KQ,KOSDAQ
싸이맥스,160980,160980.KQ,KOSDAQ
싸이버원,356890,356890.KQ,KOSDAQ
싸이토젠,217330,217330.KQ,KOSDAQ
썸에이지,208640,208640.KQ,KOSDAQ
쎄노텍,222420,222420.KQ,KOSDAQ
쎄니트,037760,037760.KQ,KOSDAQ
쎄크,081180,081180.KQ,KOSDAQ
쎄트렉아이,099320,099320.KQ,KOSDAQ
쎌바이오텍,049960,049960.KQ,KOSDAQ
쏘닉스,088280,088280.KQ,KOSDAQ
쏠리드,050890,050890.KQ,KOSDAQ
쓰리빌리언,394800,394800.KQ,KOSDAQ
쓰리에이로직스,177900,177900.KQ,KOSDAQ
씨메스,475400,475400.KQ,KOSDAQ
씨싸이트,109670,109670.KQ,KOSDAQ
씨씨에스,066790,066790.KQ,KOSDAQ
씨앤씨인터내셔널,352480,352480.KQ,KOSDAQ
씨앤지하이테크,264660,264660.KQ,KOSDAQ
씨앤투스,352700,352700.KQ,KOSDAQ
씨어스테크놀로지,458870,458870.KQ,KOSDAQ
씨에스베어링,297090,297090.KQ,KOSDAQ
씨엑스아이,900120,900120.KQ,KOSDAQ
씨엔알리서치,359090,359090.KQ,KOSDAQ
씨엔플러스,115530,115530.KQ,KOSDAQ
씨엠티엑스,388210,388210.KQ,KOSDAQ
씨유메디칼,115480,115480.KQ,KOSDAQ
씨유테크,376290,376290.KQ,KOSDAQ
씨이랩,189330,189330.KQ,KOSDAQ
씨젠,096530,096530.KQ,KOSDAQ
씨큐브,101240,101240.KQ,KOSDAQ
씨티씨바이오,060590,060590.KQ,KOSDAQ
씨티케이,260930,260930.KQ,KOSDAQ
씨피시스템,413630,413630.KQ,KOSDAQ
아가방컴퍼니,013990,013990.KQ,KOSDAQ
아나패스,123860,123860.KQ,KOSDAQ
아난티,025980,025980.KQ,KOSDAQ
아로마티카,0015N0,0015N0.KQ,KOSDAQ
아모그린텍,125210,125210.KQ,KOSDAQ
아모센스,357580,357580.KQ,KOSDAQ
아모텍,052710,052710.KQ,KOSDAQ
아미노로직스,074430,074430.KQ,KOSDAQ
아미코젠,092040,092040.KQ,KOSDAQ
아바코,083930,083930.KQ,KOSDAQ
아바텍,149950,149950.KQ,KOSDAQ
아비코전자,036010,036010.KQ,KOSDAQ
아세아텍,050860,050860.KQ,KOSDAQ
아셈스,136410,136410.KQ,KOSDAQ
아스타,246720,246720.KQ,KOSDAQ
아스테라시스,450950,450950.KQ,KOSDAQ
아스트,067390,067390.KQ,KOSDAQ
아스플로,159010,159010.KQ,KOSDAQ
아시아경제,127710,127710.KQ,KOSDAQ
아시아종묘,154030,154030.KQ,KOSDAQ
아우딘퓨쳐스,227610,227610.KQ,KOSDAQ
아우토크립트,331740,331740.KQ,KOSDAQ
아이디스,143160,143160.KQ,KOSDAQ
아이디스홀딩스,054800,054800.KQ,KOSDAQ
아이디피,332370,332370.KQ,KOSDAQ
아이로보틱스,066430,066430.KQ,KOSDAQ
아이비김영,339950,339950.KQ,KOSDAQ
아이비젼웍스,469750,469750.KQ,KOSDAQ
아이빔테크놀로지,460470,460470.KQ,KOSDAQ
아이센스,099190,099190.KQ,KOSDAQ
아이스크림미디어,461300,461300.KQ,KOSDAQ
아이스크림에듀,289010,289010.KQ,KOSDAQ
아이쓰리시스템,214430,214430.KQ,KOSDAQ
아이씨디,040910,040910.KQ,KOSDAQ
아이씨에이치,368600,368600.KQ,KOSDAQ
아이씨티케이,456010,456010.KQ,KOSDAQ
아이앤씨,052860,052860.KQ,KOSDAQ
아이언디바이스,464500,464500.KQ,KOSDAQ
아이에스티이,212710,212710.KQ,KOSDAQ
아이에이,038880,038880.KQ,KOSDAQ
아이엘,307180,307180.KQ,KOSDAQ
아이엠,101390,101390.KQ,KOSDAQ
아이엠바이오로직스,493280,493280.KQ,KOSDAQ
아이엠비디엑스,461030,461030.KQ,KOSDAQ
아이엠티,451220,451220.KQ,KOSDAQ
아이윈,090150,090150.KQ,KOSDAQ
아이즈비전,031310,031310.KQ,KOSDAQ
아이지넷,462980,462980.KQ,KOSDAQ
아이진,185490,185490.KQ,KOSDAQ
아이컴포넌트,059100,059100.KQ,KOSDAQ
아이퀘스트,262840,262840.KQ,KOSDAQ
아이큐어,175250,175250.KQ,KOSDAQ
아이크래프트,052460,052460.KQ,KOSDAQ
아이텍,119830,119830.KQ,KOSDAQ
아이톡시,052770,052770.KQ,KOSDAQ
아이티센글로벌,124500,124500.KQ,KOSDAQ
아이티센엔텍,010280,010280.KQ,KOSDAQ
아이티센피엔에스,232830,232830.KQ,KOSDAQ
아이티아이즈,372800,372800.KQ,KOSDAQ
아이티켐,309710,309710.KQ,KOSDAQ
아이패밀리에스씨,114840,114840.KQ,KOSDAQ
아주IB투자,027360,027360.KQ,KOSDAQ
아즈텍WB,032080,032080.KQ,KOSDAQ
아진산업,013310,013310.KQ,KOSDAQ
아진엑스텍,059120,059120.KQ,KOSDAQ
아크릴,0007C0,0007C0.KQ,KOSDAQ
아크솔루션스,203690,203690.KQ,KOSDAQ
아톤,158430,158430.KQ,KOSDAQ
아티스트스튜디오,200350,200350.KQ,KOSDAQ
아티스트컴퍼니,321820,321820.KQ,KOSDAQ
안국약품,001540,001540.KQ,KOSDAQ
안랩,053800,053800.KQ,KOSDAQ
안트로젠,065660,065660.KQ,KOSDAQ
알로이스,297570,297570.KQ,KOSDAQ
알리코제약,260660,260660.KQ,KOSDAQ
알멕,354320,354320.KQ,KOSDAQ
알비더블유,361570,361570.KQ,KOSDAQ
알서포트,131370,131370.KQ,KOSDAQ
알에스오토메이션,140670,140670.KQ,KOSDAQ
알에프세미,096610,096610.KQ,KOSDAQ
알에프텍,061040,061040.KQ,KOSDAQ
알엔투테크놀로지,148250,148250.KQ,KOSDAQ
알엔티엑스,123010,123010.KQ,KOSDAQ
알지노믹스,476830,476830.KQ,KOSDAQ
알체라,347860,347860.KQ,KOSDAQ
알톤,123750,123750.KQ,KOSDAQ
알트,459550,459550.KQ,KOSDAQ
알티캐스트,085810,085810.KQ,KOSDAQ
알파AI,043100,043100.KQ,KOSDAQ
알파칩스,117670,117670.KQ,KOSDAQ
알피바이오,314140,314140.KQ,KOSDAQ
압타머사이언스,291650,291650.KQ,KOSDAQ
압타바이오,293780,293780.KQ,KOSDAQ
애니플러스,310200,310200.KQ,KOSDAQ
애드바이오텍,179530,179530.KQ,KOSDAQ
애드포러스,397810,397810.KQ,KOSDAQ
애머릿지,900100,900100.KQ,KOSDAQ
액스비스,0011A0,0011A0.KQ,KOSDAQ
액토즈소프트,052790,052790.KQ,KOSDAQ
액트로,290740,290740.KQ,KOSDAQ
앤디포스,238090,238090.KQ,KOSDAQ
앤로보틱스,138360,138360.KQ,KOSDAQ
앤씨앤,092600,092600.KQ,KOSDAQ
앱코,129890,129890.KQ,KOSDAQ
앱클론,174900,174900.KQ,KOSDAQ
앱토크롬,109960,109960.KQ,KOSDAQ
앱튼,270520,270520.KQ,KOSDAQ
야스,255440,255440.KQ,KOSDAQ
양지사,030960,030960.KQ,KOSDAQ
어보브반도체,102120,102120.KQ,KOSDAQ
얼라인드,238120,238120.KQ,KOSDAQ
에너토크,019990,019990.KQ,KOSDAQ
에르코스,435570,435570.KQ,KOSDAQ
에브리봇,270660,270660.KQ,KOSDAQ
에스넷,038680,038680.KQ,KOSDAQ
에스디생명공학,217480,217480.KQ,KOSDAQ
에스디시스템,121890,121890.KQ,KOSDAQ
에스바이오메딕스,304360,304360.KQ,KOSDAQ
에스비비테크,389500,389500.KQ,KOSDAQ
에스씨디,042110,042110.KQ,KOSDAQ
에스씨엠생명과학,298060,298060.KQ,KOSDAQ
에스아이리소스,065420,065420.KQ,KOSDAQ
에스앤더블류,103230,103230.KQ,KOSDAQ
에스앤디,260970,260970.KQ,KOSDAQ
에스앤에스텍,101490,101490.KQ,KOSDAQ
에스에너지,095910,095910.KQ,KOSDAQ
에스에스알,275630,275630.KQ,KOSDAQ
에스에이엠티,031330,031330.KQ,KOSDAQ
에스에이티,060540,060540.KQ,KOSDAQ
에스엔시스,0008Z0,0008Z0.KQ,KOSDAQ
에스엘에스바이오,246250,246250.KQ,KOSDAQ
에스엠씨지,460870,460870.KQ,KOSDAQ
에스엠코어,007820,007820.KQ,KOSDAQ
에스오에스랩,464080,464080.KQ,KOSDAQ
에스와이,109610,109610.KQ,KOSDAQ
에스와이스틸텍,365330,365330.KQ,KOSDAQ
에스제이그룹,306040,306040.KQ,KOSDAQ
에스지헬스케어,398120,398120.KQ,KOSDAQ
에스케이증권제11호스팩,472230,472230.KQ,KOSDAQ
에스케이증권제12호스팩,473000,473000.KQ,KOSDAQ
에스케이증권제13호스팩,473950,473950.KQ,KOSDAQ
에스켐,475660,475660.KQ,KOSDAQ
에스코넥,096630,096630.KQ,KOSDAQ
에스텍,069510,069510.KQ,KOSDAQ
에스투더블유,488280,488280.KQ,KOSDAQ
에스트래픽,234300,234300.KQ,KOSDAQ
에스티아이,039440,039440.KQ,KOSDAQ
에스티오,098660,098660.KQ,KOSDAQ
에스티큐브,052020,052020.KQ,KOSDAQ
에스팀,458350,458350.KQ,KOSDAQ
에스폴리텍,050760,050760.KQ,KOSDAQ
에스퓨얼셀,288620,288620.KQ,KOSDAQ
에스피소프트,443670,443670.KQ,KOSDAQ
에스피시스템스,317830,317830.KQ,KOSDAQ
에스피지,058610,058610.KQ,KOSDAQ
에쎈테크,043340,043340.KQ,KOSDAQ
에어레인,163280,163280.KQ,KOSDAQ
에이디테크놀로지,200710,200710.KQ,KOSDAQ
에이럭스,475580,475580.KQ,KOSDAQ
에이루트,096690,096690.KQ,KOSDAQ
에이비엘바이오,298380,298380.KQ,KOSDAQ
에이비온,203400,203400.KQ,KOSDAQ
에이비프로바이오,195990,195990.KQ,KOSDAQ
에이스침대,003800,003800.KQ,KOSDAQ
에이스테크,088800,088800.KQ,KOSDAQ
에이스토리,241840,241840.KQ,KOSDAQ
에이아이코리아,364950,364950.KQ,KOSDAQ
에이에스텍,453860,453860.KQ,KOSDAQ
에이에프더블류,312610,312610.KQ,KOSDAQ
에이엘티,172670,172670.KQ,KOSDAQ
에이유브랜즈,481070,481070.KQ,KOSDAQ
에이전트AI,060900,060900.KQ,KOSDAQ
에이직랜드,445090,445090.KQ,KOSDAQ
에이치브이엠,295310,295310.KQ,KOSDAQ
에이치시티,072990,072990.KQ,KOSDAQ
에이치엔에스하이텍,044990,044990.KQ,KOSDAQ
에이치엘사이언스,239610,239610.KQ,KOSDAQ
에이치엠넥스,036170,036170.KQ,KOSDAQ
에이치엠씨제6호스팩,462020,462020.KQ,KOSDAQ
에이치엠씨제7호스팩,477340,477340.KQ,KOSDAQ
에이치와이티씨,148930,148930.KQ,KOSDAQ
에이치케이,044780,044780.KQ,KOSDAQ
에이치피오,357230,357230.KQ,KOSDAQ
에이텀,355690,355690.KQ,KOSDAQ
에이테크솔루션,071670,071670.KQ,KOSDAQ
에이텍,045660,045660.KQ,KOSDAQ
에이텍모빌리티,224110,224110.KQ,KOSDAQ
에이티넘인베스트,021080,021080.KQ,KOSDAQ
에이팩트,200470,200470.KQ,KOSDAQ
에이프로,262260,262260.KQ,KOSDAQ
에이프릴바이오,397030,397030.KQ,KOSDAQ
에임드바이오,0009K0,0009K0.KQ,KOSDAQ
에치에프알,230240,230240.KQ,KOSDAQ
에코글로우,159910,159910.KQ,KOSDAQ
에코마케팅,230360,230360.KQ,KOSDAQ
에코바이오,038870,038870.KQ,KOSDAQ
에코볼트,097780,097780.KQ,KOSDAQ
에코아이,448280,448280.KQ,KOSDAQ
에코앤드림,101360,101360.KQ,KOSDAQ
에코캡,128540,128540.KQ,KOSDAQ
에코프로에이치엔,383310,383310.KQ,KOSDAQ
에코플라스틱,038110,038110.KQ,KOSDAQ
에프알텍,073540,073540.KQ,KOSDAQ
에프앤가이드,064850,064850.KQ,KOSDAQ
에프에스티,036810,036810.KQ,KOSDAQ
에프엔씨엔터,173940,173940.KQ,KOSDAQ
에프엔에스테크,083500,083500.KQ,KOSDAQ
엑사이엔씨,054940,054940.KQ,KOSDAQ
엑세스바이오,950130,950130.KQ,KOSDAQ
엑셀세라퓨틱스,373110,373110.KQ,KOSDAQ
엑셈,205100,205100.KQ,KOSDAQ
엑스게이트,356680,356680.KQ,KOSDAQ
엑스큐어,070300,070300.KQ,KOSDAQ
엑스페릭스,317770,317770.KQ,KOSDAQ
엑스플러스,373200,373200.KQ,KOSDAQ
엑시온그룹,069920,069920.KQ,KOSDAQ
엑시콘,092870,092870.KQ,KOSDAQ
엔바이오니아,317870,317870.KQ,KOSDAQ
엔브이에이치코리아,067570,067570.KQ,KOSDAQ
엔비알모션,0004V0,0004V0.KQ,KOSDAQ
엔비티,236810,236810.KQ,KOSDAQ
엔시스,333620,333620.KQ,KOSDAQ
엔시트론,101400,101400.KQ,KOSDAQ
엔알비,475230,475230.KQ,KOSDAQ
엔에이치스팩29호,451700,451700.KQ,KOSDAQ
엔에이치스팩30호,466910,466910.KQ,KOSDAQ
엔에이치스팩31호,481890,481890.KQ,KOSDAQ
엔에이치스팩32호,0054V0,0054V0.KQ,KOSDAQ
엔에프씨,265740,265740.KQ,KOSDAQ
엔젠바이오,354200,354200.KQ,KOSDAQ
엔젤로보틱스,455900,455900.KQ,KOSDAQ
엔젯,419080,419080.KQ,KOSDAQ
엔지켐생명과학,183490,183490.KQ,KOSDAQ
엔케이젠바이오텍코리아,182400,182400.KQ,KOSDAQ
엔켐,348370,348370.KQ,KOSDAQ
엔텔스,069410,069410.KQ,KOSDAQ
엔투텍,227950,227950.KQ,KOSDAQ
엔피,291230,291230.KQ,KOSDAQ
엔피케이,048830,048830.KQ,KOSDAQ
엘디티,096870,096870.KQ,KOSDAQ
엘앤씨바이오,290650,290650.KQ,KOSDAQ
엘앤케이바이오,156100,156100.KQ,KOSDAQ
엘에스스팩1호,0041J0,0041J0.KQ,KOSDAQ
엘엠에스,073110,073110.KQ,KOSDAQ
엘오티베큠,083310,083310.KQ,KOSDAQ
엘컴텍,037950,037950.KQ,KOSDAQ
엘케이켐,489500,489500.KQ,KOSDAQ
엘티씨,170920,170920.KQ,KOSDAQ
엠게임,058630,058630.KQ,KOSDAQ
엠디바이스,226590,226590.KQ,KOSDAQ
엠로,058970,058970.KQ,KOSDAQ
엠브레인,169330,169330.KQ,KOSDAQ
엠아이큐브솔루션,373170,373170.KQ,KOSDAQ
엠아이텍,179290,179290.KQ,KOSDAQ
엠에스씨,009780,009780.KQ,KOSDAQ
엠에스오토텍,123040,123040.KQ,KOSDAQ
엠에프씨,432980,432980.KQ,KOSDAQ
엠오티,413390,413390.KQ,KOSDAQ
엠젠솔루션,032790,032790.KQ,KOSDAQ
엠케이전자,033160,033160.KQ,KOSDAQ
엠투아이,347890,347890.KQ,KOSDAQ
엠투엔,033310,033310.KQ,KOSDAQ
엠플러스,259630,259630.KQ,KOSDAQ
엣지파운드리,105550,105550.KQ,KOSDAQ
영림원소프트랩,060850,060850.KQ,KOSDAQ
영우디에스피,143540,143540.KQ,KOSDAQ
영화테크,265560,265560.KQ,KOSDAQ
예림당,036000,036000.KQ,KOSDAQ
예선테크,250930,250930.KQ,KOSDAQ
예스24,053280,053280.KQ,KOSDAQ
예스티,122640,122640.KQ,KOSDAQ
오가노이드사이언스,476040,476040.KQ,KOSDAQ
오가닉티코스메틱,900300,900300.KQ,KOSDAQ
오공,045060,045060.KQ,KOSDAQ
오늘이엔엠,192410,192410.KQ,KOSDAQ
오디텍,080520,080520.KQ,KOSDAQ
오로라,039830,039830.KQ,KOSDAQ
오로스테크놀로지,322310,322310.KQ,KOSDAQ
오르비텍,046120,046120.KQ,KOSDAQ
오름테라퓨틱,475830,475830.KQ,KOSDAQ
오리엔탈정공,014940,014940.KQ,KOSDAQ
오리엔트정공,065500,065500.KQ,KOSDAQ
오리콤,010470,010470.KQ,KOSDAQ
오브젠,417860,417860.KQ,KOSDAQ
오비고,352910,352910.KQ,KOSDAQ
오상자이엘,053980,053980.KQ,KOSDAQ
오상헬스케어,036220,036220.KQ,KOSDAQ
오성첨단소재,052420,052420.KQ,KOSDAQ
오션인더블유,052300,052300.KQ,KOSDAQ
오스코텍,039200,039200.KQ,KOSDAQ
오스테오닉,226400,226400.KQ,KOSDAQ
오스템,031510,031510.KQ,KOSDAQ
오아,342870,342870.KQ,KOSDAQ
오에스피,368970,368970.KQ,KOSDAQ
오이솔루션,138080,138080.KQ,KOSDAQ
오킨스전자,080580,080580.KQ,KOSDAQ
오텍,067170,067170.KQ,KOSDAQ
오토앤,353590,353590.KQ,KOSDAQ
오파스넷,173130,173130.KQ,KOSDAQ
오픈놀,440320,440320.KQ,KOSDAQ
오픈베이스,049480,049480.KQ,KOSDAQ
오픈엣지테크놀로지,394280,394280.KQ,KOSDAQ
온코닉테라퓨틱스,476060,476060.KQ,KOSDAQ
온코크로스,382150,382150.KQ,KOSDAQ
올리패스,244460,244460.KQ,KOSDAQ
올릭스,226950,226950.KQ,KOSDAQ
옴니시스템,057540,057540.KQ,KOSDAQ
옵투스제약,131030,131030.KQ,KOSDAQ
옵트론텍,082210,082210.KQ,KOSDAQ
옵티시스,109080,109080.KQ,KOSDAQ
옵티코어,380540,380540.KQ,KOSDAQ
옵티팜,153710,153710.KQ,KOSDAQ
와이랩,432430,432430.KQ,KOSDAQ
와이바이오로직스,338840,338840.KQ,KOSDAQ
와이솔,122990,122990.KQ,KOSDAQ
와이씨,232140,232140.KQ,KOSDAQ
와이씨켐,112290,112290.KQ,KOSDAQ
와이어블,065530,065530.KQ,KOSDAQ
와이엔텍,067900,067900.KQ,KOSDAQ
와이엠,007530,007530.KQ,KOSDAQ
와이엠씨,155650,155650.KQ,KOSDAQ
와이엠텍,273640,273640.KQ,KOSDAQ
와이엠티,251370,251370.KQ,KOSDAQ
와이제이링크,209640,209640.KQ,KOSDAQ
와이즈넛,096250,096250.KQ,KOSDAQ
와이즈버즈,273060,273060.KQ,KOSDAQ
와이지-원,019210,019210.KQ,KOSDAQ
와이지엔터테인먼트,122870,122870.KQ,KOSDAQ
와토스코리아,079000,079000.KQ,KOSDAQ
우듬지팜,403490,403490.KQ,KOSDAQ
우리기술,032820,032820.KQ,KOSDAQ
우리기술투자,041190,041190.KQ,KOSDAQ
우리넷,115440,115440.KQ,KOSDAQ
우리로,046970,046970.KQ,KOSDAQ
우리바이오,082850,082850.KQ,KOSDAQ
우리산업,215360,215360.KQ,KOSDAQ
우리산업홀딩스,072470,072470.KQ,KOSDAQ
우리손에프앤지,073560,073560.KQ,KOSDAQ
우리엔터프라이즈,037400,037400.KQ,KOSDAQ
우리이앤엘,153490,153490.KQ,KOSDAQ
우림피티에스,101170,101170.KQ,KOSDAQ
우수AMS,066590,066590.KQ,KOSDAQ
우양,103840,103840.KQ,KOSDAQ
우양에이치씨,101970,101970.KQ,KOSDAQ
우원개발,046940,046940.KQ,KOSDAQ
우정바이오,215380,215380.KQ,KOSDAQ
우주일렉트로,065680,065680.KQ,KOSDAQ
우진비앤지,018620,018620.KQ,KOSDAQ
우진엔텍,457550,457550.KQ,KOSDAQ
워트,396470,396470.KQ,KOSDAQ
원바이오젠,307280,307280.KQ,KOSDAQ
원익,032940,032940.KQ,KOSDAQ
원익머트리얼즈,104830,104830.KQ,KOSDAQ
원익큐브,014190,014190.KQ,KOSDAQ
원익피앤이,217820,217820.KQ,KOSDAQ
원익홀딩스,030530,030530.KQ,KOSDAQ
원일특강,012620,012620.KQ,KOSDAQ
원일티엔아이,136150,136150.KQ,KOSDAQ
원준,382840,382840.KQ,KOSDAQ
원텍,336570,336570.KQ,KOSDAQ
원티드랩,376980,376980.KQ,KOSDAQ
원풍,008370,008370.KQ,KOSDAQ
원풍물산,008290,008290.KQ,KOSDAQ
월덱스,101160,101160.KQ,KOSDAQ
웨이버스,336060,336060.KQ,KOSDAQ
웨이브일렉트로,095270,095270.KQ,KOSDAQ
웨이비스,289930,289930.KQ,KOSDAQ
웰크론,065950,065950.KQ,KOSDAQ
웰크론한텍,076080,076080.KQ,KOSDAQ
웰킵스하이텍,043590,043590.KQ,KOSDAQ
웹스,196700,196700.KQ,KOSDAQ
웹케시,053580,053580.KQ,KOSDAQ
위너스,479960,479960.KQ,KOSDAQ
위니아에이드,377460,377460.KQ,KOSDAQ
위닉스,044340,044340.KQ,KOSDAQ
위더스제약,330350,330350.KQ,KOSDAQ
위드텍,348350,348350.KQ,KOSDAQ
위메이드,112040,112040.KQ,KOSDAQ
위메이드맥스,101730,101730.KQ,KOSDAQ
위메이드플레이,123420,123420.KQ,KOSDAQ
위세아이텍,065370,065370.KQ,KOSDAQ
위즈코프,038620,038620.KQ,KOSDAQ
위지윅스튜디오,299900,299900.KQ,KOSDAQ
위지트,036090,036090.KQ,KOSDAQ
위츠,459100,459100.KQ,KOSDAQ
윈스테크넷,136540,136540.KQ,KOSDAQ
윈팩,097800,097800.KQ,KOSDAQ
윈하이텍,192390,192390.KQ,KOSDAQ
윙스풋,335870,335870.KQ,KOSDAQ
윙입푸드,900340,900340.KQ,KOSDAQ
유니셈,036200,036200.KQ,KOSDAQ
유니슨,018000,018000.KQ,KOSDAQ
유니온바이오메트릭스,203450,203450.KQ,KOSDAQ
유니크,011320,011320.KQ,KOSDAQ
유니테스트,086390,086390.KQ,KOSDAQ
유니테크노,241690,241690.KQ,KOSDAQ
유니트론텍,142210,142210.KQ,KOSDAQ
유디엠텍,389680,389680.KQ,KOSDAQ
유라클,088340,088340.KQ,KOSDAQ
유라테크,048430,048430.KQ,KOSDAQ
유바이오로직스,206650,206650.KQ,KOSDAQ
유비벨록스,089850,089850.KQ,KOSDAQ
유비온,084440,084440.KQ,KOSDAQ
유비케어,032620,032620.KQ,KOSDAQ
유비쿼스,264450,264450.KQ,KOSDAQ
유비쿼스홀딩스,078070,078070.KQ,KOSDAQ
유성티엔에스,024800,024800.KQ,KOSDAQ
유신,054930,054930.KQ,KOSDAQ
유아이디,069330,069330.KQ,KOSDAQ
유아이엘,049520,049520.KQ,KOSDAQ
유안타제11호스팩,444920,444920.KQ,KOSDAQ
유안타제15호스팩,473050,473050.KQ,KOSDAQ
유안타제16호스팩,474490,474490.KQ,KOSDAQ
유안타제17호스팩,493790,493790.KQ,KOSDAQ
유에스티,263770,263770.KQ,KOSDAQ
유일로보틱스,388720,388720.KQ,KOSDAQ
유일에너테크,340930,340930.KQ,KOSDAQ
유진기업,023410,023410.KQ,KOSDAQ
유진로봇,056080,056080.KQ,KOSDAQ
유진스팩10호,468760,468760.KQ,KOSDAQ
유진스팩11호,488060,488060.KQ,KOSDAQ
유진스팩12호,0105P0,0105P0.KQ,KOSDAQ
유진테크,084370,084370.KQ,KOSDAQ
유진테크놀로지,240600,240600.KQ,KOSDAQ
유투바이오,221800,221800.KQ,KOSDAQ
유티아이,179900,179900.KQ,KOSDAQ
유틸렉스,263050,263050.KQ,KOSDAQ
육일씨엔에쓰,191410,191410.KQ,KOSDAQ
윤성에프앤씨,372170,372170.KQ,KOSDAQ
율촌,146060,146060.KQ,KOSDAQ
이건홀딩스,039020,039020.KQ,KOSDAQ
이글루,067920,067920.KQ,KOSDAQ
이글벳,044960,044960.KQ,KOSDAQ
이노뎁,303530,303530.KQ,KOSDAQ
이노룰스,296640,296640.KQ,KOSDAQ
이노메트리,302430,302430.KQ,KOSDAQ
이노스페이스,462350,462350.KQ,KOSDAQ
이노시뮬레이션,274400,274400.KQ,KOSDAQ
이노와이어리스,073490,073490.KQ,KOSDAQ
이노인스트루먼트,215790,215790.KQ,KOSDAQ
이노진,344860,344860.KQ,KOSDAQ
이노테크,469610,469610.KQ,KOSDAQ
이녹스,088390,088390.KQ,KOSDAQ
이니텍,053350,053350.KQ,KOSDAQ
이닉스,452400,452400.KQ,KOSDAQ
이랜시스,264850,264850.KQ,KOSDAQ
이랜텍,054210,054210.KQ,KOSDAQ
이렘,009730,009730.KQ,KOSDAQ
이루온,065440,065440.KQ,KOSDAQ
이뮨온시아,424870,424870.KQ,KOSDAQ
이미지스,115610,115610.KQ,KOSDAQ
이베스트스팩6호,478110,478110.KQ,KOSDAQ
이브이첨단소재,131400,131400.KQ,KOSDAQ
이삭엔지니어링,351330,351330.KQ,KOSDAQ
이상네트웍스,080010,080010.KQ,KOSDAQ
